land,rb,kreis,vb,gemeindename,_ars_gemeinde,kennzeichen,flaeche_km2,bev_geseamt,bev_maennl,bev_weibl,bev_pro_km2,plz,longitude,latitude,reisegebiet_name,urbanisierung_cat
Baden-Württemberg,Reg.-Bez. Stuttgart,Heidenheim,Dischingen,Dischingen,081350010010,Kreisangehörige Gemeinde,78.06,4347,2236,2111,56,89561,"10,364184","48,696067",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Heidenheim,Gerstetten,Gerstetten,081350015015,Kreisangehörige Gemeinde,92.43,11585,5727,5858,125,89547,"10,018422","48,622994",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Heidenheim,"Herbrechtingen, Stadt","Herbrechtingen, Stadt",081350020020,Stadt,58.63,13025,6394,6631,222,89542,"10,175775","48,621668",Schwäbische Alb,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Heidenheim,Königsbronn,Königsbronn,081350025025,Kreisangehörige Gemeinde,45.44,7149,3535,3614,157,89551,"10,11239","48,743064",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Heidenheim,Steinheim am Albuch,Steinheim am Albuch,081350032032,Kreisangehörige Gemeinde,82.42,8639,4250,4389,105,89555,"10,063541","48,692172",Schwäbische Alb,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Heidenheim,VVG der Stadt Giengen an der Brenz,"Giengen an der Brenz, Stadt",081355001016,Große Kreisstadt,44.07,19760,9881,9879,448,89537,"10,24167","48,623783",Schwäbische Alb,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Heidenheim,VVG der Stadt Giengen an der Brenz,Hermaringen,081355001021,Kreisangehörige Gemeinde,15.25,2204,1144,1060,145,89568,"10,261636","48,596078",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Heidenheim,VVG der Stadt Heidenheim an der Brenz,"Heidenheim an der Brenz, Stadt",081355002019,Große Kreisstadt,107.09,49573,24670,24903,463,89522,"10,154639","48,677736",Schwäbische Alb,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Heidenheim,VVG der Stadt Heidenheim an der Brenz,Nattheim,081355002026,Kreisangehörige Gemeinde,44.99,6197,3085,3112,138,89564,"10,241784","48,699582",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Heidenheim,GVV Sontheim-Niederstotzingen,"Niederstotzingen, Stadt",081355003027,Stadt,29.81,4717,2354,2363,158,89168,"10,236742","48,536593",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Heidenheim,GVV Sontheim-Niederstotzingen,Sontheim an der Brenz,081355003031,Kreisangehörige Gemeinde,28.92,5581,2813,2768,193,89567,"10,2867","48,556231",Schwäbische Alb,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,Abtsgmünd,Abtsgmünd,081360002002,Kreisangehörige Gemeinde,71.57,7420,3708,3712,104,73453,"10,002231","48,894913",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,Gschwend,Gschwend,081360027027,Kreisangehörige Gemeinde,54.52,4891,2466,2425,90,74417,"9,74354","48,93413",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,"Lorch, Stadt","Lorch, Stadt",081360042042,Stadt,34.28,10964,5557,5407,320,73547,"9,689403","48,797029",Schwäbische Alb,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,"Neresheim, Stadt","Neresheim, Stadt",081360045045,Stadt,118.51,7940,4100,3840,67,73450,"10,336826","48,752577",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,"Oberkochen, Stadt","Oberkochen, Stadt",081360050050,Stadt,23.55,7890,3969,3921,335,73447,"10,105585","48,784042",Schwäbische Alb,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,VVG der Stadt Aalen,Essingen,081365001021,Kreisangehörige Gemeinde,58.49,6377,3159,3218,109,73457,"10,027392","48,808719",Schwäbische Alb,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,VVG der Stadt Aalen,Hüttlingen,081365001033,Kreisangehörige Gemeinde,18.7,6155,3025,3130,329,73460,"10,097961","48,892987",Schwäbische Alb,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,VVG der Stadt Aalen,"Aalen, Stadt",081365001088,Große Kreisstadt,146.58,68393,33981,34412,467,73430,"10,092337","48,835057",Schwäbische Alb,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,VVG der Stadt Bopfingen,"Bopfingen, Stadt",081365002010,Stadt,76.96,11701,5773,5928,152,73441,"10,351593","48,857911",Schwäbische Alb,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,VVG der Stadt Bopfingen,Kirchheim am Ries,081365002037,Kreisangehörige Gemeinde,21.05,1790,918,872,85,73467,"10,400463","48,877758",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,VVG der Stadt Bopfingen,Riesbürg,081365002087,Kreisangehörige Gemeinde,17.97,2281,1147,1134,127,73469,"10,434643","48,850164",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,VVG der Stadt Ellwangen (Jagst),Adelmannsfelden,081365003003,Kreisangehörige Gemeinde,22.9,1710,883,827,75,73486,"10,003628","48,954324",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,VVG der Stadt Ellwangen (Jagst),Ellenberg,081365003018,Kreisangehörige Gemeinde,30.19,1744,882,862,58,73488,"10,216727","49,01335",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,VVG der Stadt Ellwangen (Jagst),"Ellwangen (Jagst), Stadt",081365003019,Große Kreisstadt,127.38,24549,12263,12286,193,73479,"10,131979","48,962988",Schwäbische Alb,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,VVG der Stadt Ellwangen (Jagst),Jagstzell,081365003035,Kreisangehörige Gemeinde,37.95,2309,1190,1119,61,73489,"10,094439","49,030935",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,VVG der Stadt Ellwangen (Jagst),Neuler,081365003046,Kreisangehörige Gemeinde,36.27,3196,1621,1575,88,73491,"10,069574","48,928632",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,VVG der Stadt Ellwangen (Jagst),Rosenberg,081365003060,Kreisangehörige Gemeinde,41.02,2653,1372,1281,65,73494,"10,033041","49,01992",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,VVG der Stadt Ellwangen (Jagst),Wört,081365003084,Kreisangehörige Gemeinde,18.17,1477,773,704,81,73499,"10,273842","49,030785",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,VVG der Stadt Ellwangen (Jagst),Rainau,081365003089,Kreisangehörige Gemeinde,25.47,3345,1734,1611,131,73492,"10,138467","48,928166",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,GVV Kapfenburg,"Lauchheim, Stadt",081365004038,Stadt,40.86,4698,2375,2323,115,73466,"10,245244","48,871764",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,GVV Kapfenburg,Westhausen,081365004082,Kreisangehörige Gemeinde,38.45,6057,3052,3005,158,73463,"10,186554","48,884017",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,GVV Leintal-Frickenhofer Höhe,Eschach,081365005020,Kreisangehörige Gemeinde,20.28,1776,879,897,88,73569,"9,869562","48,887766",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,GVV Leintal-Frickenhofer Höhe,Göggingen,081365005024,Kreisangehörige Gemeinde,11.38,2480,1224,1256,218,73571,"9,887271","48,8635",Schwäbische Alb,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,GVV Leintal-Frickenhofer Höhe,Iggingen,081365005034,Kreisangehörige Gemeinde,11.42,2549,1280,1269,223,73574,"9,879122","48,831329",Schwäbische Alb,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,GVV Leintal-Frickenhofer Höhe,Leinzell,081365005040,Kreisangehörige Gemeinde,2.11,2057,1057,1000,975,73575,"9,877571","48,849263",Schwäbische Alb,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,GVV Leintal-Frickenhofer Höhe,Obergröningen,081365005049,Kreisangehörige Gemeinde,5.86,452,234,218,77,73569,"9,909802","48,893895",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,GVV Leintal-Frickenhofer Höhe,Schechingen,081365005062,Kreisangehörige Gemeinde,11.87,2233,1093,1140,188,73579,"9,917603","48,87361",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,GVV Rosenstein,Bartholomä,081365006007,Kreisangehörige Gemeinde,20.75,2021,1002,1019,97,73566,"9,987345","48,752118",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,GVV Rosenstein,Böbingen an der Rems,081365006009,Kreisangehörige Gemeinde,12.22,4547,2273,2274,372,73560,"9,920981","48,82016",Schwäbische Alb,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,GVV Rosenstein,"Heubach, Stadt",081365006028,Stadt,25.78,9856,4903,4953,382,73540,"9,934626","48,78878",Schwäbische Alb,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,GVV Rosenstein,Heuchlingen,081365006029,Kreisangehörige Gemeinde,9.03,1873,960,913,207,73572,"9,942563","48,853843",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,GVV Rosenstein,Mögglingen,081365006043,Kreisangehörige Gemeinde,10.27,4247,2113,2134,414,73563,"9,962526","48,82339",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,VVG der Stadt Schwäbisch Gmünd,"Schwäbisch Gmünd, Stadt",081365007065,Große Kreisstadt,113.78,61137,29891,31246,537,73525,"9,796508","48,802384",Schwäbische Alb,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,VVG der Stadt Schwäbisch Gmünd,Waldstetten,081365007079,Kreisangehörige Gemeinde,20.96,7075,3473,3602,338,73550,"9,819633","48,766084",Schwäbische Alb,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,GVV Schwäbischer Wald,Durlangen,081365008015,Kreisangehörige Gemeinde,10.44,2848,1481,1367,273,73568,"9,793078","48,855882",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,GVV Schwäbischer Wald,Mutlangen,081365008044,Kreisangehörige Gemeinde,8.79,6701,3279,3422,762,73557,"9,797933","48,823598",Schwäbische Alb,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,GVV Schwäbischer Wald,Ruppertshofen,081365008061,Kreisangehörige Gemeinde,14.21,1884,974,910,133,73577,"9,814323","48,884049",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,GVV Schwäbischer Wald,Spraitbach,081365008066,Kreisangehörige Gemeinde,12.39,3325,1635,1690,268,73565,"9,762281","48,880569",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,GVV Schwäbischer Wald,Täferrot,081365008070,Kreisangehörige Gemeinde,12.01,1008,507,501,84,73527,"9,83689","48,849433",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,GVV Tannhausen,Stödtlen,081365009068,Kreisangehörige Gemeinde,31.18,1872,923,949,60,73495,"10,301188","49,000185",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,GVV Tannhausen,Tannhausen,081365009071,Kreisangehörige Gemeinde,17.74,1789,872,917,101,73497,"10,357201","48,978945",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Ostalbkreis,GVV Tannhausen,Unterschneidheim,081365009075,Kreisangehörige Gemeinde,68.07,4755,2463,2292,70,73485,"10,365761","48,942",Schwäbische Alb,gering besiedelt
Baden-Württemberg,Reg.-Bez. Karlsruhe,"Baden-Baden, Stadtkreis","Baden-Baden, Stadt","Baden-Baden, Stadt",082110000000,Stadtkreis,140.19,55185,26522,28663,394,76530,"8,239951","48,761794",Nördlicher Schwarzwald,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,"Karlsruhe, Stadtkreis","Karlsruhe, Stadt","Karlsruhe, Stadt",082120000000,Stadtkreis,173.42,312060,159887,152173,1799,76124,"8,405282","49,009626",Nördlicher Schwarzwald,dicht besiedelt
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,"Ettlingen, Stadt","Ettlingen, Stadt",082150017017,Große Kreisstadt,56.75,39373,19166,20207,694,76275,"8,405904","48,942",Nördlicher Schwarzwald,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,Malsch,Malsch,082150046046,Kreisangehörige Gemeinde,51.24,14656,7478,7178,286,76316,"8,334952","48,879543",Nördlicher Schwarzwald,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,Marxzell,Marxzell,082150047047,Kreisangehörige Gemeinde,34.92,4964,2493,2471,142,76359,"8,448322","48,863172",Nördlicher Schwarzwald,gering besiedelt
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,"Östringen, Stadt","Östringen, Stadt",082150064064,Stadt,53.28,12917,6583,6334,242,76684,"8,712417","49,218783",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,Ubstadt-Weiher,Ubstadt-Weiher,082150084084,Kreisangehörige Gemeinde,36.49,13131,6600,6531,360,76698,"8,631072","49,160402",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,Walzbachtal,Walzbachtal,082150089089,Kreisangehörige Gemeinde,36.68,9834,4868,4966,268,75045,"8,611602","49,010197",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,Weingarten (Baden),Weingarten (Baden),082150090090,Kreisangehörige Gemeinde,29.38,10422,5166,5256,355,76356,"8,531712","49,050225",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,Karlsbad,Karlsbad,082150096096,Kreisangehörige Gemeinde,38.01,15810,7746,8064,416,76307,"8,50601","48,916735",Nördlicher Schwarzwald,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,"Kraichtal, Stadt","Kraichtal, Stadt",082150097097,Stadt,80.59,14681,7353,7328,182,76703,"8,714528","49,122597",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,Pfinztal,Pfinztal,082150101101,Kreisangehörige Gemeinde,31.05,18451,9179,9272,594,76327,"8,541756","48,986457",Nördlicher Schwarzwald,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,Eggenstein-Leopoldshafen,Eggenstein-Leopoldshafen,082150102102,Kreisangehörige Gemeinde,26.11,16430,8212,8218,629,76344,"8,392996","49,08108",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,Linkenheim-Hochstetten,Linkenheim-Hochstetten,082150105105,Kreisangehörige Gemeinde,23.6,11897,5823,6074,504,76351,"8,408502","49,124733",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,"Waghäusel, Stadt","Waghäusel, Stadt",082150106106,Große Kreisstadt,42.84,20950,10395,10555,489,68753,"8,514287","49,250734",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,"Rheinstetten, Stadt","Rheinstetten, Stadt",082150108108,Große Kreisstadt,32.31,20206,9856,10350,625,76287,"8,292901","48,959096",Nördlicher Schwarzwald,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,"Stutensee, Stadt","Stutensee, Stadt",082150109109,Große Kreisstadt,45.68,24788,12314,12474,543,76297,"8,470789","49,063748",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,Waldbronn,Waldbronn,082150110110,Kreisangehörige Gemeinde,11.35,13080,6437,6643,1152,76337,"8,461134","48,931426",Nördlicher Schwarzwald,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,VVG der Gemeinde Bad Schönborn,Kronau,082155001039,Kreisangehörige Gemeinde,10.9,5880,2905,2975,539,76709,"8,634487","49,219296",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,VVG der Gemeinde Bad Schönborn,Bad Schönborn,082155001100,Kreisangehörige Gemeinde,24.1,12913,6524,6389,536,76669,"8,652877","49,219375",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,VVG der Stadt Bretten,"Bretten, Stadt",082155002007,Große Kreisstadt,71.1,29566,14764,14802,416,75015,"8,707641","49,036665",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,VVG der Stadt Bretten,Gondelsheim,082155002025,Kreisangehörige Gemeinde,14.86,4023,2035,1988,271,75053,"8,657949","49,05879",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,VVG der Stadt Bruchsal,"Bruchsal, Stadt",082155003009,Große Kreisstadt,93.04,44776,22473,22303,481,76646,"8,5977","49,125785",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,VVG der Stadt Bruchsal,Forst,082155003021,Kreisangehörige Gemeinde,11.46,8092,4073,4019,706,76694,"8,586918","49,152909",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,VVG der Stadt Bruchsal,Hambrücken,082155003029,Kreisangehörige Gemeinde,10.98,5578,2764,2814,508,76707,"8,544792","49,186033",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,VVG der Stadt Bruchsal,Karlsdorf-Neuthard,082155003103,Kreisangehörige Gemeinde,14.02,10627,5374,5253,758,76689,"8,545484","49,136151",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,VVG der Gemeinde Graben-Neudorf,Graben-Neudorf,082155004099,Kreisangehörige Gemeinde,28.8,12185,6060,6125,423,76676,"8,496271","49,172696",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,VVG der Gemeinde Graben-Neudorf,Dettenheim,082155004111,Kreisangehörige Gemeinde,30.89,6596,3309,3287,214,76706,"8,416403","49,160199",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,VVG der Gemeinde Oberderdingen,Kürnbach,082155005040,Kreisangehörige Gemeinde,12.66,2390,1214,1176,189,75057,"8,844275","49,076664",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,VVG der Gemeinde Oberderdingen,Oberderdingen,082155005059,Kreisangehörige Gemeinde,33.57,11119,5471,5648,331,75038,"8,80201","49,062716",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,GVV Philippsburg,"Philippsburg, Stadt",082155006066,Stadt,50.54,13627,6998,6629,270,76661,"8,453544","49,236173",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,GVV Philippsburg,Oberhausen-Rheinhausen,082155006107,Kreisangehörige Gemeinde,18.92,9549,4731,4818,505,68794,"8,482728","49,260511",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,VVG der Gemeinde Sulzfeld,Sulzfeld,082155007082,Kreisangehörige Gemeinde,18.75,4814,2423,2391,257,75056,"8,856733","49,103766",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Karlsruhe,Karlsruhe,VVG der Gemeinde Sulzfeld,Zaisenhausen,082155007094,Kreisangehörige Gemeinde,10.1,1776,898,878,176,75059,"8,812919","49,105526",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Karlsruhe,Rastatt,Bühlertal,Bühlertal,082160008008,Kreisangehörige Gemeinde,17.67,8072,4086,3986,457,77830,"8,190926","48,683772",Nördlicher Schwarzwald,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Rastatt,Forbach,Forbach,082160013013,Kreisangehörige Gemeinde,131.86,4684,2361,2323,36,76596,"8,358737","48,680136",Nördlicher Schwarzwald,gering besiedelt
Baden-Württemberg,Reg.-Bez. Karlsruhe,Rastatt,"Gaggenau, Stadt","Gaggenau, Stadt",082160015015,Große Kreisstadt,65.01,29884,14729,15155,460,76571,"8,317525","48,807364",Nördlicher Schwarzwald,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Rastatt,GVV Nachbarschaftsverband Bischweier-Kuppenheim,Bischweier,082165001006,Kreisangehörige Gemeinde,4.6,3018,1521,1497,656,76476,"8,28315","48,838747",Nördlicher Schwarzwald,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Rastatt,GVV Nachbarschaftsverband Bischweier-Kuppenheim,"Kuppenheim, Stadt",082165001024,Stadt,18.08,8359,4097,4262,462,76456,"8,254177","48,827747",Nördlicher Schwarzwald,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Rastatt,VVG der Stadt Bühl,"Bühl, Stadt",082165002007,Große Kreisstadt,73.18,28864,14156,14708,394,77815,"8,136444","48,696265",Nördlicher Schwarzwald,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Karlsruhe,Rastatt,VVG der Stadt Bühl,Ottersweier,082165002041,Kreisangehörige Gemeinde,29.21,6367,3228,3139,218,77833,"8,11188","48,669485",Nördlicher Schwarzwald,mittlere Besiedlungsdichte
